id	filename	md5	size	state
2f38e959-45d9-4114-8d45-ece8e2ec76ed	nationwidechildrens.org_clinical.TCGA-05-4417.xml	675359373170d152603df7bee7c67b50	34364	released
e0847fc9-92c3-451e-8fa8-5c93a927b56c	nationwidechildrens.org_clinical.TCGA-78-7145.xml	11cdf61072052aaf3c9274b9334ee124	70657	released
71e8c423-61f7-45ca-90b7-c41995808a43	nationwidechildrens.org_clinical.TCGA-55-8094.xml	7d7b5a09d0a1677566c072d450ed6240	35155	released
998c0599-fc69-47c5-ab17-5f89b6c7d708	nationwidechildrens.org_clinical.TCGA-05-4432.xml	c5649d7f42f50340073b6054a107db02	45900	released
0f9f14f4-d933-4402-81d7-4540b7c45644	nationwidechildrens.org_clinical.TCGA-NJ-A55R.xml	1cbd18b14dc82bb3dcc04b7e5911a09a	43196	released
a8ad634b-8a07-4a0e-99dc-3296013c27f4	nationwidechildrens.org_clinical.TCGA-55-6984.xml	3bb68213463ca177e06931aeae9fcccb	46207	released
0ce4869b-4508-4fbe-a052-86ef706b40f7	nationwidechildrens.org_clinical.TCGA-MP-A4TA.xml	8530cb84233cd0641503a8063fadede1	27534	released
d488bd02-8e8e-4b11-b7c8-931733d8f73f	nationwidechildrens.org_clinical.TCGA-05-4426.xml	29a9dc660744ef2bbfdf7e52a995f82c	34215	released
047a94b3-267a-4a47-9c63-71641e2ae8bd	nationwidechildrens.org_clinical.TCGA-50-5939.xml	5bcad2aa7545584cf90cc5dd8204052b	34296	released
bb172194-60b2-42c5-8d87-734ff0c566a8	nationwidechildrens.org_omf.TCGA-97-A4M7.xml	338028a62361fac8a306ef837f313889	11072	released
2ce69842-cb5f-4557-b81e-c24a08a5498c	nationwidechildrens.org_clinical.TCGA-95-8494.xml	285aa862db4a84c19bc440b8b3010392	34819	released
ff290b06-7570-4f88-91ff-c36a903cc956	nationwidechildrens.org_clinical.TCGA-55-6642.xml	8a188c25184a847c64077dc4c76f2fca	34530	released
645843bc-1b03-45ba-9ab2-2c9e9e3939f4	nationwidechildrens.org_clinical.TCGA-86-A4P8.xml	20bba724aa9bbf32b86d0e541201adb6	59868	released
d1071486-6453-414d-9789-95be6742dc07	nationwidechildrens.org_clinical.TCGA-62-8394.xml	bba1f5dd51e1dbdc42ff227e919eb654	38598	released
d2ac6712-4918-47ab-a411-077e94430e13	nationwidechildrens.org_clinical.TCGA-50-8457.xml	42bf7a1cd52722c25ff433abf0c9be10	43489	released
